こうせい	1923	1923	5774	恒成
こうせい	1923	1923	6387	恒星
こうせい	1923	1923	7765	恒晴
こうせい	1923	1923	6246	昂生
こうせい	1923	1923	5582	昴生
こうせい	1923	1923	6674	晃世
こうせい	1923	1923	6056	晃成
こうせい	1923	1923	6914	晃正
こうせい	1923	1923	6982	洸生
こうせい	1923	1923	9021	浩政
こうせい	1923	1923	6745	浩生
こうせい	1923	1923	7092	滉生
こうせい	1923	1923	5534	皇成
こうせい	1923	1923	6927	皓生
こうせい	1923	1923	8599	紘正
こうせい	1923	1923	6962	紘生
こうせい	1923	1923	7695	耕正
こうせい	1923	1923	7069	興正
こうせい	1923	1923	6693	興生
こうせい	1923	1923	6676	航世
こうせい	1923	1923	6806	航成
こうせい	1923	1923	6849	航星
こうせい	1923	1923	6207	航生
こうせい	1923	1923	6046	行成
こうせい	1923	1923	6554	行生
こうせい	1923	1923	7008	高清
こうせい	1923	1923	4990	高生
こうせき	1923	1923	6006	光石
こうせき	1923	1923	7049	耕石
こうせつ	1923	1923	6829	光雪
こうせん	1923	1923	6760	好宣
こうせん	1923	1923	4969	広宣
こうそう	1923	1923	6615	公相
こうそう	1923	1923	6591	高宗
こうぞう	1923	1923	6969	公蔵
こうぞう	1923	1923	7400	剛三
こうぞう	1923	1923	7481	孝藏
こうぞう	1923	1923	6552	弘三
こうぞう	1923	1923	7238	恒造
こうぞう	1923	1923	7508	晃造
こうぞう	1923	1923	7017	浩造
こうぞう	1923	1923	7527	甲三
こうぞう	1923	1923	7930	考三
こうぞう	1923	1923	6687	耕蔵
こうぞう	1923	1923	7183	貢三
こうぞう	1923	1923	8060	貢造
こうぞう	1923	1923	7737	鉱三
こうた	1923	1923	5695	コウタ
こうた	1923	1923	6732	亨太
こうた	1923	1923	5907	倖太
こうた	1923	1923	6019	公大
こうた	1923	1923	6852	厚太
こうた	1923	1923	5988	好太
こうた	1923	1923	6555	孔太
こうた	1923	1923	7835	孝大
こうた	1923	1923	4939	宏太
こうた	1923	1923	5502	小唄
こうた	1923	1923	6991	巧太
こうた	1923	1923	6262	幸大
こうた	1923	1923	4961	幸太
こうた	1923	1923	6351	幸汰
こうた	1923	1923	6495	広太
こうた	1923	1923	7578	康大
こうた	1923	1923	6438	廣大
こうた	1923	1923	4807	弘大
こうた	1923	1923	5762	昂大
こうた	1923	1923	6043	昂太
こうた	1923	1923	7324	昴大
こうた	1923	1923	6503	晃多
こうた	1923	1923	5633	晃太
こうた	1923	1923	7393	洪太
こうた	1923	1923	6220	洸大
こうた	1923	1923	5656	洸太
こうた	1923	1923	7050	浩大
こうた	1923	1923	5078	滉大
こうた	1923	1923	6101	滉太
こうた	1923	1923	7007	甲太
こうた	1923	1923	5241	皇太
こうた	1923	1923	6143	皓大
こうた	1923	1923	5359	皓太
こうた	1923	1923	6191	紘大
こうた	1923	1923	5958	紘太
こうた	1923	1923	6934	考太
こうた	1923	1923	6401	耕大
こうた	1923	1923	7657	興太
こうた	1923	1923	4818	航大
こうた	1923	1923	5119	航太
こうた	1923	1923	5968	航汰
こうた	1923	1923	6774	豪大
こうた	1923	1923	7163	香太
こうた	1923	1923	7102	高太
こうた	1923	1923	6734	鴻太
こうた	1923	1923	6682	黄太
こうたろう	1923	1923	6435	光大郎
こうたろう	1923	1923	6813	厚太郎
こうたろう	1923	1923	6206	孝太朗
こうたろう	1923	1923	7883	幸多朗
こうたろう	1923	1923	6783	康太朗
こうたろう	1923	1923	6469	恒太朗
こうたろう	1923	1923	6306	恒太郎
こうたろう	1923	1923	6792	昂太郎
こうたろう	1923	1923	6145	晃太朗
こうたろう	1923	1923	5969	洸太朗
こうたろう	1923	1923	6057	洸太郎
こうたろう	1923	1923	6710	皓太郎
こうたろう	1923	1923	7573	紘太朗
こうたろう	1923	1923	7114	綱太郎
こうたろう	1923	1923	6594	考太郎
こうたろう	1923	1923	6417	航太朗
こうたろう	1923	1923	5541	航太郎
こうたろう	1923	1923	7147	行太郎
こうたろう	1923	1923	4743	鋼太郎
こうたろう	1923	1923	6298	香太郎
こうだい	1923	1923	6929	孝大
こうだい	1923	1923	6651	宏大
こうだい	1923	1923	7043	昴大
こうち	1923	1923	6954	光智
こうち	1923	1923	7412	康智
こうち	1923	1923	7392	弘智
こうち	1923	1923	5069	河内
こうち	1923	1923	6611	興治
こうち	1923	1923	5681	高地
こうとく	1923	1923	6417	公徳
こうとく	1923	1923	6647	厚徳
こうとく	1923	1923	5646	孝徳
こうとく	1923	1923	6894	宏徳
こうとく	1923	1923	6332	幸徳
こうとく	1923	1923	6283	広徳
